3.141589999999999661e-02 -1.279787682383990155e-01 -1.902277683309295808e-01
9.424780000000000657e-02 1.335229585719042988e-02 -1.693878516770795650e-01
1.570799999999999974e-01 5.008267094629224869e-02 -1.488387492462795447e-01
2.199109999999999954e-01 5.732567742320217319e-02 -1.398474110560826433e-01
2.827430000000000221e-01 5.405753538297139449e-02 -1.368331988620298811e-01
3.455750000000000210e-01 4.645047299076557334e-02 -1.360634747383752119e-01
4.084070000000000200e-01 3.709089881523491145e-02 -1.357736043788151936e-01
4.712390000000000190e-01 2.727001552506546841e-02 -1.352312022016552984e-01
5.340709999999999624e-01 1.767914709726509451e-02 -1.342044578160871415e-01
5.969029999999999614e-01 8.682114716846026439e-03 -1.326901788232120183e-01
6.597340000000000426e-01 4.503985709224917573e-04 -1.307766493281368181e-01
7.225660000000000416e-01 -6.959322818203809817e-03 -1.285765415650981236e-01
7.853980000000000405e-01 -1.355613252369521592e-02 -1.261968262165965304e-01
8.482300000000000395e-01 -1.938517715585048526e-02 -1.237271136624423645e-01
9.110620000000000385e-01 -2.450884286328424561e-02 -1.212372246010815363e-01
9.738940000000000374e-01 -2.899554030708461835e-02 -1.187787335857913990e-01
1.036729999999999929e+00 -3.291349711361406943e-02 -1.163877898897320157e-01
1.099560000000000093e+00 -3.632624368862578945e-02 -1.140889683216165518e-01
1.162390000000000034e+00 -3.929280390877716578e-02 -1.118969930337607721e-01
1.225219999999999976e+00 -4.186574980794648126e-02 -1.098199588605458660e-01
1.288049999999999917e+00 -4.409165383346673461e-02 -1.078609856230488967e-01
1.350880000000000081e+00 -4.601145975845927216e-02 -1.060196712756362597e-01
1.413720000000000088e+00 -4.766124276006600269e-02 -1.042929226822403022e-01
1.476550000000000029e+00 -4.907176624732172837e-02 -1.026768510130753320e-01
1.539379999999999971e+00 -5.027060387613090098e-02 -1.011657216418264116e-01
1.602209999999999912e+00 -5.128156882540958056e-02 -9.975350365663226970e-02
1.665040000000000076e+00 -5.212546242193333290e-02 -9.843389547504380332e-02
1.727880000000000082e+00 -5.282058503563379775e-02 -9.720035297604122382e-02
1.790710000000000024e+00 -5.338267603737682082e-02 -9.604701127908243929e-02
1.853539999999999965e+00 -5.382588354937242053e-02 -9.496760955006545990e-02
1.916369999999999907e+00 -5.416256765335729362e-02 -9.395635394682962105e-02
1.979200000000000070e+00 -5.440365027763750805e-02 -9.300775391375110113e-02
2.042040000000000077e+00 -5.455882819320913985e-02 -9.211650541942457970e-02
2.104870000000000019e+00 -5.463665418249667033e-02 -9.127805666292379549e-02
2.167699999999999960e+00 -5.464482495019610392e-02 -9.048775675510785377e-02
2.230529999999999902e+00 -5.459019143180513650e-02 -8.974142351044554766e-02
2.293359999999999843e+00 -5.447889354715439864e-02 -8.903518531907167466e-02
2.356189999999999785e+00 -5.431644875321874760e-02 -8.836546669992627334e-02
2.419029999999999792e+00 -5.410779132964759625e-02 -8.772887354069816568e-02
2.481860000000000177e+00 -5.385747783622333446e-02 -8.712257633026893044e-02
2.544690000000000119e+00 -5.356954296432396567e-02 -8.654368626295526334e-02
2.607520000000000060e+00 -5.324767433272042244e-02 -8.598964858500390829e-02
2.670350000000000001e+00 -5.289522473628759797e-02 -8.545812265010635511e-02
2.733190000000000008e+00 -5.251518596898946400e-02 -8.494688665146066242e-02
2.796019999999999950e+00 -5.211046675974254083e-02 -8.445414509442084050e-02
2.858849999999999891e+00 -5.168355679795477026e-02 -8.397802726856180844e-02
2.921679999999999833e+00 -5.123678889575519063e-02 -8.351690249726080595e-02
2.984510000000000218e+00 -5.077230174802973423e-02 -8.306928501573239421e-02
3.047340000000000160e+00 -5.029205851010105227e-02 -8.263382258411267056e-02
3.110180000000000167e+00 -4.979778350776732643e-02 -8.220921912559192579e-02
3.173010000000000108e+00 -4.929129360899452833e-02 -8.179449339393943252e-02
3.235840000000000050e+00 -4.877403875629537228e-02 -8.138856468580060732e-02
3.298669999999999991e+00 -4.824742614198162388e-02 -8.099051616882435578e-02
3.361499999999999932e+00 -4.771275283580593551e-02 -8.059951863686661000e-02
3.424339999999999939e+00 -4.717112825650157659e-02 -8.021476249920053703e-02
3.487169999999999881e+00 -4.662382826350128934e-02 -7.983569498117043528e-02
3.549999999999999822e+00 -4.607178514538730341e-02 -7.946164673227147646e-02
3.612830000000000208e+00 -4.551593818566818106e-02 -7.909207189926108217e-02
3.675660000000000149e+00 -4.495715403575794439e-02 -7.872648114922006779e-02
3.738500000000000156e+00 -4.439614279962499771e-02 -7.836437945139942962e-02
3.801330000000000098e+00 -4.383382048973523404e-02 -7.800549152211122550e-02
3.864160000000000039e+00 -4.327077775496011858e-02 -7.764941205635848831e-02
3.926989999999999981e+00 -4.270764095890051959e-02 -7.729583290763503145e-02
3.989819999999999922e+00 -4.214498687645854003e-02 -7.694448169675528748e-02
4.052649999999999864e+00 -4.158334620553031519e-02 -7.659511859348352991e-02
4.115490000000000315e+00 -4.102311779142849002e-02 -7.624747816578111848e-02
4.178320000000000256e+00 -4.046492798266621699e-02 -7.590148765829900224e-02
4.241150000000000198e+00 -3.990909836839397901e-02 -7.555693260447803039e-02
4.303980000000000139e+00 -3.935600525862083948e-02 -7.521367605994891403e-02
4.366810000000000080e+00 -3.880599276174304113e-02 -7.487160103381035325e-02
4.429649999999999643e+00 -3.825928826176075437e-02 -7.453055436056454930e-02
4.492479999999999585e+00 -3.771635191635076129e-02 -7.419056183897765333e-02
4.555310000000000414e+00 -3.717735648604831439e-02 -7.385150098904243177e-02
4.618140000000000356e+00 -3.664253769212807987e-02 -7.351331680346107067e-02
4.680970000000000297e+00 -3.611210858323464501e-02 -7.317596602494871871e-02
4.743800000000000239e+00 -3.558626106941392697e-02 -7.283941589571563124e-02
4.806639999999999802e+00 -3.506508480417577095e-02 -7.250358963358496944e-02
4.869469999999999743e+00 -3.454889951661016534e-02 -7.216857903006802799e-02
4.932299999999999685e+00 -3.403775860402197956e-02 -7.183432285148187713e-02
4.995129999999999626e+00 -3.353178283771587886e-02 -7.150081985534587070e-02
5.057959999999999567e+00 -3.303107813891704297e-02 -7.116807449524119311e-02
5.120800000000000018e+00 -3.253565819738932219e-02 -7.083604342382170127e-02
5.183629999999999960e+00 -3.204575993260323774e-02 -7.050484606594245585e-02
5.246459999999999901e+00 -3.156137134512679993e-02 -7.017444699461367064e-02
5.309289999999999843e+00 -3.108254858292179915e-02 -6.984486686524382648e-02
5.372119999999999784e+00 -3.060933746443354753e-02 -6.951612902754131240e-02
5.434960000000000235e+00 -3.014170025342820247e-02 -6.918820696990311825e-02
5.497790000000000177e+00 -2.967981312298196075e-02 -6.886123251723484662e-02
5.560620000000000118e+00 -2.922362029742073958e-02 -6.853518236228756111e-02
5.623450000000000060e+00 -2.877313323613549592e-02 -6.821008661925974381e-02
5.686280000000000001e+00 -2.832835633837025441e-02 -6.788597627942208335e-02
5.749109999999999943e+00 -2.788928747958562687e-02 -6.756288295047524484e-02
5.811950000000000394e+00 -2.745584999233392082e-02 -6.724078745238896981e-02
5.874780000000000335e+00 -2.702816812835134516e-02 -6.691982446954754249e-02
5.937610000000000277e+00 -2.660615365464124790e-02 -6.659997482003186808e-02
6.000440000000000218e+00 -2.618978307130252758e-02 -6.628127049114075631e-02
6.063270000000000159e+00 -2.577902857072986512e-02 -6.596374315474738681e-02
6.126109999999999722e+00 -2.537379435614214168e-02 -6.564737379359811276e-02
6.188939999999999664e+00 -2.497417403759984514e-02 -6.533229378039689950e-02
6.251769999999999605e+00 -2.458006403813611448e-02 -6.501848270348392633e-02
6.314600000000000435e+00 -2.419142272018399986e-02 -6.470596986335090672e-02
6.377430000000000376e+00 -2.380820573328441825e-02 -6.439478376004123539e-02
6.440260000000000318e+00 -2.343036627384584639e-02 -6.408495203363033521e-02
6.503099999999999881e+00 -2.305779646058297300e-02 -6.377645243297765110e-02
6.565929999999999822e+00 -2.269056386613706525e-02 -6.346940892721095184e-02
6.628759999999999764e+00 -2.232855600906270138e-02 -6.316379710961046723e-02
6.691589999999999705e+00 -2.197171854466097377e-02 -6.285964076829921032e-02
6.754419999999999646e+00 -2.161999573776527198e-02 -6.255696266376575831e-02
6.817260000000000097e+00 -2.127327585876122307e-02 -6.225573670078207028e-02
6.880090000000000039e+00 -2.093161123693629971e-02 -6.195607942368909493e-02
6.942919999999999980e+00 -2.059488737298063865e-02 -6.165796239583846289e-02
7.005749999999999922e+00 -2.026304457183226992e-02 -6.136140418464618163e-02
7.068579999999999863e+00 -1.993602249534288592e-02 -6.106642231077581001e-02
7.131420000000000314e+00 -1.961370936623945890e-02 -6.077298668779101964e-02
7.194250000000000256e+00 -1.929614648408634406e-02 -6.048120616223471441e-02
7.257080000000000197e+00 -1.898322059627948616e-02 -6.019104834897462397e-02
7.319910000000000139e+00 -1.867486990382853304e-02 -5.990252668565235888e-02
7.382740000000000080e+00 -1.837103248123317031e-02 -5.961565362696426285e-02
7.445570000000000022e+00 -1.807164635793252067e-02 -5.933044066340912442e-02
7.508409999999999584e+00 -1.777660298799573629e-02 -5.904685334640626115e-02
7.571240000000000414e+00 -1.748593442530572625e-02 -5.876499155771204574e-02
7.634070000000000356e+00 -1.719953169302139429e-02 -5.848481875851629930e-02
7.696900000000000297e+00 -1.691733333545589538e-02 -5.820634279410934198e-02
7.759730000000000238e+00 -1.663927817274176921e-02 -5.792957065580335574e-02
7.822569999999999801e+00 -1.636526206645642911e-02 -5.765446486261550235e-02
7.885399999999999743e+00 -1.609531173487478359e-02 -5.738111832866328588e-02
7.948229999999999684e+00 -1.582932317637840425e-02 -5.710949171390478779e-02
8.011060000000000514e+00 -1.556723676682677041e-02 -5.683958883721591804e-02
8.073890000000000455e+00 -1.530899336491774176e-02 -5.657141278616701491e-02
8.136720000000000397e+00 -1.505453434294084028e-02 -5.630496594174468766e-02
8.199559999999999960e+00 -1.480376200150593236e-02 -5.604020800868087654e-02
8.262389999999999901e+00 -1.455669862585221193e-02 -5.577722429260057596e-02
8.325219999999999843e+00 -1.431324708296814220e-02 -5.551597293149420492e-02
8.388049999999999784e+00 -1.407335104968853411e-02 -5.525645372359454244e-02
8.450879999999999725e+00 -1.383695482875167519e-02 -5.499866588102080012e-02
8.513719999999999288e+00 -1.360396655902404613e-02 -5.474256743642451351e-02
8.576549999999999230e+00 -1.337440598500247435e-02 -5.448823800643207843e-02
8.639379999999999171e+00 -1.314818202282569577e-02 -5.423563429006406089e-02
8.702209999999999113e+00 -1.292524161394833018e-02 -5.398475338178176236e-02
8.765040000000000830e+00 -1.270553238431002332e-02 -5.373559190112143363e-02
8.827880000000000393e+00 -1.248896843868907945e-02 -5.348810676644150108e-02
8.890710000000000335e+00 -1.227556770981893218e-02 -5.324237247552426194e-02
